conv_id,query,history,groundtruth
10359,,['84798'],"['132725', '204984', '120092', '97219']"
10360,,['119667'],"['205353', '204651']"
10361,,"['142933', '111429', '184098', '151102']",['157454']
10362,,"['165710', '82894', '201761', '122604']",['131869']
10364,"I'm looking for rare Johnny Depp movies, any suggestions? Ive seen just about every movie I can think of with him in it.","['148245', '118651', '122837']",[]
10365,,"['97306', '146870']",[]
10366,,"['117515', '175843', '154920']",[]
10367,,"['204974', '77293']",['138546']
10368,,"['112719', '182709', '149109', '203424', '108746', '144347']","['94298', '112680', '163264']"
10369,Hi!! I need movies my kids can watch during a 4 hour road trip. Do you have any suggestions?? I have a 10 year old and a tween,[],[]
10370,,"['81385', '139839', '120948', '191375', '135799', '205569']",[]
10372,,"['90691', '135538', '93969', '194237']",['155467']
10376,,"['136983', '184098', '134106', '115246']",['108195']
10379,,"['197213', '157190']",['79320']
10381,,[],"['132728', '169726']"
10382,,[],"['142573', '84798', '132728']"
10383,,"['90332', '182709', '170119', '203424']",['175082']
10384,,['83552'],"['111540', '184098', '81135']"
10385,,"['83789', '201259', '97728', '92390']",['132728']
10386,,"['124142', '95199', '205060', '177112']",['142573']
10387,,"['122552', '180926', '140066']",['174475']
10388,,"['106388', '84854']","['123780', '184603']"
10390,,"['187310', '204292']",[]
10392,,"['99276', '184098']",[]
10393,,"['146767', '128315']",['185171']
10394,,"['97548', '157816']","['112069', '152877']"
10395,,['205480'],"['204974', '191200', '204651']"
10396,,['132728'],"['204651', '153918']"
10397,,"['132725', '181540', '117608', '84798', '137129']",[]
10398,,"['104180', '104893', '89725', '157394', '146870', '99896']",[]
10399,,"['159503', '205480']","['205353', '205557']"
10400,,"['173915', '205480', '157190']",[]
10401,,"['204974', '132481', '190814']",['177160']
10402,,"['84854', '136000', '158528', '159885', '81075', '126305', '95199']",[]
10405,,"['101264', '197213', '182674']",['194044']
10407,,"['115612', '202190', '127115', '182960', '203424']",[]
10408,,"['85612', '176083', '203424']","['149902', '185171']"
10409,"I have. The first one was alright, but the others were just more of the same, and who cares about mark whalhberg","['129036', '193213']",[]
10410,,"['114560', '171708', '114109', '146188']",['79856']
10411,,"['155829', '99276', '173904', '113035', '96281']",[]
10412,,"['196336', '150957', '107314', '79106', '98088']","['155645', '178502']"
10413,,"['149519', '197213', '90486']","['157221', '179596']"
10417,,[],"['204849', '149829']"
10418,,['109635'],['79851']
10419,,[],[]
10423,,[],"['76524', '198865']"
10425,,"['191564', '155114', '155140', '81232']",['191911']
10426,,"['99040', '114756']",['163973']
10427,,"['189219', '75918', '196481', '101775']",['89987']
10428,,"['180231', '77128', '175836', '187028']",[]
10429,,"['155661', '204963', '197322']",['78480']
10430,,"['204331', '182960']",['84273']
10431,,"['111918', '170722', '204331']",['114341']
10432,,"['125431', '204729', '77128', '204419', '153346']",['204899']
10433,,['134760'],['140749']
10436,,"['204974', '177160', '78418']",[]
10440,,"['96281', '91332']",[]
10442,,"['95066', '140122']",[]
10443,,"['113150', '140122', '107554', '91332']",['95066']
10445,,"['117907', '91332']","['164128', '166069', '95066', '140122']"
10446,Think if you recommended me that you've got pretty good tastes and I should probably check those other ones out.,"['113150', '122411', '140122', '81792', '191956']","['164128', '166069', '95066', '91332']"
10447,,"['164128', '166069', '91332', '140122']",['95066']
10449,,"['164128', '166069', '91332', '140122', '95066']",[]
10450,,"['164128', '166069', '95066', '140122', '91332']",[]
10453,,['91332'],"['164128', '166069', '140122', '95066']"
10455,,['91332'],"['164128', '166069', '140122', '95066']"
10456,,"['164128', '166069', '95066', '140122', '91332']",[]
10457,"I remember that, the guy is sitting at the table with his skullcap off and Hannibal cutting out parts of his brain and throwing it in athe fry pan.","['185212', '108137', '202190', '203424', '79062']",['88141']
10461,,[],[]
10465,,"['204974', '170119', '204895', '122604']",[]
10468,I am looking for a movie with some good action can you help. Maybe something in the more recent years,['114341'],"['205557', '96281', '89668']"
10472,,"['99276', '132885', '204895', '197213', '184098', '96281']",[]
10474,,"['197213', '132885']",['182781']
10480,,"['133251', '122385']","['103452', '198619', '170060', '193711', '86168', '182681']"
10483,,"['121733', '194237', '101264', '137887', '170277']",['161723']
10486,,[],['83552']
10487,,['77888'],"['140066', '204932', '170037']"
10488,,['157190'],['83552']
10490,,"['161723', '183771', '150318', '155467']",['158528']
10492,Hi I am looking for some good movies for watching on the weekend. In general I like movies that make me think,"['101264', '194237', '146188', '90418']",['81135']
10493,,"['94056', '203424']","['205435', '182709', '204409']"
10497,,"['184098', '184418', '106233', '111540']","['81135', '187028', '83552']"
10499,,['205129'],"['191270', '154360', '162629']"
10501,,"['182709', '102513', '86428']","['161723', '147669']"
10502,,"['155829', '99276', '132885', '155969', '148871', '194966']",['129037']
10504,"Hey! I need some help finding a movie I havent seen before. I liked @188779 , @141614 , @170119 and just about any other genre","['170119', '141614', '194237', '188779', '203424']",[]
10508,Oh i'll have to check out @131244 . You're right you can't go wrong with Tina and Amy... Like in @201091 they never connected in the movie but they were hilarious!,"['133128', '201091', '204455', '118762', '138962']","['205435', '131244']"
10509,,"['201091', '118762']","['133128', '205435']"
10510,,"['175121', '204895', '113035', '177922', '120092', '117515']",[]
10514,You know when I was young I thought maybe one day I'll watch all these movies.  I no longer think this.,"['204974', '204895', '140749', '122604', '81792', '188780']",[]
10516,"No, I'm really really tired of remakes and everything.. the corresponding spiderman movie siereis really killed my desire to follow along anymore.. I like the Toby guy in the @99896","['133249', '204895', '99896', '176558', '83552', '148384']",[]
10517,Thank you so much for your help! I will show my children @161983 tonight! I'm sure they will love it just as much as I did,"['98683', '76356', '159885', '161983']",[]
10518,,['132973'],"['194808', '138233', '117159']"
10519,,[],[]
10520,,"['183121', '159885', '174490', '105827', '99896']",[]
10522,I have seen that but not in a long time.  That's a cute one.  I'll have to watch that one soon.,"['91313', '204455', '106233', '134032', '128167', '157394', '138962']",['83552']
10523,,"['150703', '182731', '96660', '204863', '141614', '155572', '107628']","['131630', '93111', '122604']"
10524,You know I was thinking about @203424 and starting to question exactly why I was thinking about it in nornmal day2day interaction,"['194237', '155467', '105589', '203424']",[]
10526,"I love Anna Kendricks! Ill have to check that out, thanks for all the help today. Have a great day! Goodbye.",['100493'],[]
10528,,['176558'],"['130782', '151418', '89501', '152830']"
10529,,"['160858', '124408']",['190018']
10530,,"['104989', '121366', '150318', '181674', '84769']",[]
10531,,"['140537', '94219', '122408', '156063', '173915']",['102528']
10533,,"['91313', '115908', '150451']",['129036']
10535,,['203424'],"['146771', '116076', '94056']"
10536,,"['79062', '145470']",['157190']
10537,,"['132885', '204292']","['90950', '78418']"
10538,,"['122385', '111918']","['187566', '91547']"
10540,,"['173506', '151989', '184051']",['152847']
10542,,"['137615', '78418']","['204974', '182157']"
10543,,[],[]
10545,,"['196336', '143198']","['150957', '161723']"
10546,,"['143261', '198562']",['127115']
10547,,"['129036', '148994']","['122278', '131630', '111540']"
10548,,"['122278', '145470', '157190']",['124741']
10550,,"['99060', '122385', '152497']",['187778']
10551,,"['185171', '153346', '127673', '83192']","['81135', '135508']"
10552,,"['168776', '137842', '174263', '199642']",['121957']
10553,,"['122278', '111540']","['204974', '205557']"
10554,,"['82955', '147970', '111099', '141045', '121957']",['173747']
10555,,"['178950', '82476', '101264', '190285', '111099']",[]
10556,,"['204895', '105589', '122604', '81792', '180527', '181674']",[]
10557,,"['176314', '191270', '115250', '107314', '106662', '109149']",[]
10558,,"['194157', '190285', '149720']",['132178']
10559,,"['111918', '122385', '107420', '141928']",['198425']
10561,,"['204974', '78418', '163973', '99583']",[]
10562,,"['115250', '202434']","['102116', '199038']"
10564,,"['115908', '157394', '161983']",[]
10566,,['184098'],[]
10567,,"['133560', '184951', '162317', '112927', '165744']",[]
10568,,"['177922', '135652', '146413']",['138546']
10569,,"['79543', '96841']",['184464']
10571,,['134143'],"['146771', '205557']"
10573,,"['96361', '141210']","['203526', '140750']"
10574,Do you have any others that maybe I havent seen? I like to compare books to the movies I watch.,"['204334', '187028', '122604', '204478', '134885']",[]
10576,,"['173785', '155645', '178502']",[]
10577,,"['135508', '176051']",[]
10578,,"['77542', '204292', '179662', '91277', '157190']",[]
10580,,"['112346', '166069', '114109', '111776', '91332']",['101247']
10582,,"['80067', '76940', '159885', '161498']",['122604']
10586,,"['127525', '86428', '203424']","['182709', '155467']"
10588,,"['99276', '79062']","['199698', '170376', '150887', '147934', '182674']"
10589,,"['194607', '199449', '187028']",['103749']
10596,,"['181299', '177922', '162882']","['140749', '188780', '188656', '204651']"
10597,,"['183771', '88487', '99060']",['108278']
10598,,[],['107554']
10599,,[],"['133128', '131244', '205435', '138962', '118762']"
10600,,[],[]
10601,,"['122017', '78475', '161313', '144347']",['195979']
10604,,['123015'],"['142573', '107335', '170170', '101081']"
10606,"ooooooh yeah, I haven't seen @94349 but a friend of mine raved about it a while back.  That might be a good suggestion, thanks!",['162622'],"['94349', '204651']"
10608,,"['184098', '164128', '166069', '95066', '140122', '134823', '91332', '204292']",['145723']
10609,,[],"['140122', '95066']"
10610,,"['158707', '76636', '184112']","['114909', '101399']"
10611,"I think I will track that one down.  Thanks for the other suggestions, they might be good but haven't seen them either!","['200356', '195126']","['107940', '204081', '139873']"
10612,,"['81075', '101081', '180926']",['158528']
10614,,['119667'],['183169']
10616,,"['151728', '103896', '87867']","['180224', '81087', '144779']"
10618,its been awhile since i have seen that one but it is also a good one. thanks for your help! have a good night!,"['119803', '163704', '150640', '96316']",[]
10621,,"['164128', '166069', '95066', '140122', '91332']",['99824']
10622,,['204974'],['170119']
10623,,[],[]
10625,,"['95660', '184418']",['204331']
10627,,"['113392', '97413', '204895', '149348', '175836', '152329']",[]
10628,,"['122126', '170277']",['148904']
10629,,"['140122', '82380', '91332']",[]
10630,,"['151318', '148904', '149348', '98527', '99060', '163619', '122385', '170305', '188057', '190418']",[]
10631,,"['184098', '95066', '197213', '107554', '111429']","['188808', '187566', '204478', '93013', '190418']"
10632,,"['203424', '175836', '152329', '94056']",[]
10633,,"['203730', '76160']","['128188', '110635']"
10634,,"['170060', '163619', '122385', '130420']",[]
10637,,"['103906', '185171', '132291', '134532', '112719', '91332', '152329']",[]
10639,,"['95660', '127710', '81135', '204331', '197213', '96281', '152329']",[]
10640,,"['119144', '115463', '138311']","['204974', '77161']"
10644,,"['84953', '141101', '136808', '184418', '78168', '135508', '182858']",['115372']
10645,,['187566'],"['114341', '204508']"
10646,,"['193168', '88467']",['76177']
10647,,"['141788', '105031', '119087', '144811', '144628', '110529']",['195979']
10648,,"['148904', '144347']","['127710', '147970', '148173', '126809']"
10650,,"['138171', '148904', '154857', '155632', '170305']","['159275', '100323']"
10653,,"['132725', '84798', '139419']","['95055', '144803', '89884']"
10654,,"['144730', '155843', '77609', '104378', '76356', '102475']",[]
10655,,"['201091', '128167', '95089', '168233']",['138780']
10657,,['140861'],"['198046', '78634', '86104', '190727']"
10658,,"['90747', '199847', '81660', '124408', '126044']",['119662']
10659,,"['173362', '99660']","['138767', '170376']"
10661,,[],[]
10662,,[],"['89501', '99276', '173915', '84798', '150887']"
10663,,"['96909', '189494', '183169', '169085']","['79824', '165014']"
10664,,"['194001', '95660', '148994', '119087']",[]
10665,,"['91313', '193754', '134885']","['120092', '204895']"
10667,,"['187778', '166052', '122385']",['150501']
10668,,"['194237', '155110', '170119', '131178']",['88467']
10669,,"['166603', '152744', '197243', '80240']","['83116', '158022']"
10670,,"['184605', '163616', '104174']",['78531']
10671,,"['188155', '202190', '159885', '124408', '84798', '204794', '203424', '194147']",[]
10673,,"['122278', '90486', '186828']",['124741']
10676,,"['143062', '96316', '77161', '151728']",['204974']
10681,,"['155110', '122278', '90486', '157190']",['149519']
10682,,"['84273', '165991', '189592']","['130870', '90766']"
10683,,"['134532', '178984', '202936', '150893']","['185445', '181849', '106576']"
10684,,"['83192', '149122']","['148222', '134231']"
10686,,"['104180', '175096', '83472']",[]
10687,,"['177341', '119090', '143623', '104766', '128167', '191205', '201259']",['135571']
10689,,"['169012', '153346', '93044', '79968']",[]
10690,,"['164128', '166069', '95066', '140122', '91332']",[]
10691,,"['118762', '199831']","['133128', '194237', '84837']"
10692,,"['164128', '166069', '91332']",[]
10693,,"['91025', '165155', '144779', '204419', '185171']",[]
10694,,"['164128', '166069', '95066', '140122', '146463', '91332']",['103896']
10695,"No. I was thinking about credible, artistic war films, not that pro-war crap they've beencreating the past few years for hillbillies in texas.","['141996', '180728', '114454', '88141', '147271', '111540']",[]
10697,,"['164128', '166069', '95066', '140122', '194044', '124848', '91332']","['138284', '88467']"
10699,,"['129237', '185171', '79451', '142664', '88751', '152418', '99244']",[]
10701,,"['112277', '145997', '150941', '106887']","['129873', '204651']"
10702,"I have, and I enjoyed it.  I haven't seen @95066 yet.   I have seen @166069.  I appreciate the Chanbara scene.","['166069', '195276', '91332']",[]
10703,"I wasnt a big fan of that one. I like the teen indie ones. Or semi indie  I loved that movie with
Anton yelchin","['88487', '120742', '175178']",[]
10704,,"['89167', '170119', '202190', '114231', '123548', '101264']",['139048']
10705,,['100312'],[]
10706,,"['164128', '166069', '95066', '140122', '107554', '91332']",[]
10708,,"['193168', '165504', '135485', '77684']","['87033', '192815']"
10710,,"['99276', '132885', '155969', '129037', '197213', '193109', '182674']",[]
10711,,"['157924', '80067']",['154844']
10712,,"['143623', '186139', '201259', '81660']","['121563', '188939', '139597']"
10714,,"['164128', '166069', '95066', '140122', '91332']",[]
10716,,"['203730', '164128', '166069', '95066', '140122', '138171', '167343', '91332']",['88467']
10718,,"['86841', '164128', '166069', '95066', '140122', '109487', '91332']",['88267']
10719,,"['88267', '164128', '166069', '140122', '156731', '91481', '91332']",[]
10720,,"['193168', '151318', '164128', '160514', '166069', '95066', '140122', '85879', '91332', '144347']",[]
10721,,"['88267', '135508', '196366', '117907', '147610']",[]
10722,"Yes, that was a good movie and I liked it. It was one of the first 3D movies I seen, how about you?","['90950', '197213', '142823']",['118472']
10724,,"['140335', '118762', '199831', '119326']","['133128', '131244', '138962']"
10725,,"['155114', '155140', '81232']",['82650']
10727,,"['180224', '202190', '204794', '194147']",[]
10729,,"['180224', '164128', '166069', '95066', '140122', '91332', '170277']",[]
10732,,"['119144', '164128', '148904', '166069', '95066', '140122', '204974', '91332']",[]
10733,,"['119144', '161313', '184098', '148231', '78010', '111429', '144347', '189494']",['90248']
10734,,"['155969', '161313', '122126']",['82641']
10735,,"['133128', '131244', '101081', '138962', '118762']",[]
10736,,"['182814', '185171', '202190', '131178', '195148']","['133035', '80038', '205267']"
10737,,['142933'],['143253']
10744,,"['164364', '85879', '81660', '170277', '182792']",[]
10745,,[],[]
10746,,"['103896', '129237', '183402', '87867', '131382', '77161']","['168361', '191777']"
10748,,"['182792', '163619', '144347']","['179662', '149402']"
10749,,"['164735', '182792', '204419']",[]
10751,,['76160'],"['122604', '78480']"
10753,,[],[]
10754,,[],[]
10760,,[],['113679']
10761,,"['90248', '148231']",[]
10764,,[],[]
10766,,"['80067', '122604']","['159885', '134461']"
10770,,"['184098', '198772', '99583']",['109211']
10771,,"['146481', '160978', '79851']",['135571']
10772,,"['84854', '201259', '119144', '81660']",['175096']
10773,,"['193168', '123525', '79851', '158803', '188057']",[]
10777,death wish is about a guy who wants to kill the people who killed his family. You have a film like that?,[],[]
10778,,[],['117907']
10779,,"['136000', '182731']","['151313', '158803']"
10785,,"['94056', '76102']","['132482', '134633', '204409', '150421']"
10791,,"['79062', '169085', '189494']",['202355']
10792,,[],"['104180', '120092', '147610']"
10793,,"['91395', '184418', '79968']",['144167']
10795,how about @204974 I heard thats good.. I watched one of those @183121 movies lately with a blue guy that scared me.. idk,[],[]
10797,,"['155437', '95660', '148505', '204331', '204974', '122385']",[]
10799,,"['197498', '178715', '189219', '135485', '100708', '106831', '115155', '108389', '103527']",[]
10800,,"['204974', '182781', '122385', '96646', '136983']",[]
10801,,[],[]
10803,,"['76012', '175836', '187028', '184418', '117840', '134106']",[]
10806,,"['104391', '77910', '137254', '111776', '150436']",[]
10807,,"['180224', '189219', '202190', '122604', '144427', '135485', '135508']",[]
10808,,"['150887', '156304', '104989', '181674']",['77293']
10810,,"['85036', '92914', '202190', '140749', '122604', '85127']",[]
10812,,['147934'],"['174951', '104180']"
10813,,[],[]
10814,,"['202190', '166069', '161723', '78418', '190418']",[]
10815,Like.. 'cmon.. slow down and specialize.. like either make it or not but constatnlty streaming new movies all the time that are lla the most important is dumb,"['196058', '96281', '205163', '122494', '134885']",[]
10816,,"['186271', '181299', '188808', '118762', '197041', '115908', '142573', '91481', '99910', '176556', '168892', '96841']",[]
10817,,"['81385', '204974', '205435', '122389', '203424']",[]
10818,,[],"['82894', '171615']"
10821,,[],"['133377', '190479']"
10824,,['77707'],['122604']
10825,,[],[]
10826,,['143062'],['125431']
10827,If you haven't seen @204651 I highly recommend it.  Even though it's not a comedy it's a wonderful movie.  I've seen it a couple time.,"['190814', '140998', '134032', '90967', '204651', '205060']",[]
10828,,"['204974', '120092', '161313']",['164364']
10829,,"['173785', '93013']",['164364']
10830,,"['204974', '83552']",['105031']
10831,I have not seen that one in years.  It's not one of my faves but a good one here and there to watch.,"['141788', '105031', '151102', '188057']","['134157', '148904', '151453']"
10832,,"['155645', '204478', '178502', '170376', '122385', '157190']",[]
10833,,"['141788', '155632']",[]
10834,,"['190814', '115908', '91313', '126469', '138962']",['82775']
10835,,"['101264', '162658', '111099', '176243']",[]
10836,its not saying someone is the start its more... when things are going so good BUT and there is always a but... the univerce has a different plan,['129416'],[]
10837,,"['195134', '144795', '188057']",[]
10838,i usually want to &quot;do something&quot; after watching an action or thriller.. and I think thats not healthy for me right now so i was the scary ones and funny ones,"['202190', '187028', '184418', '115463']",[]
10839,,[],[]
10840,,"['178096', '164311']","['177112', '104180', '189582']"
10841,,[],['123331']
10842,,"['98088', '99060', '135571', '91313']",['174079']
10844,,[],['103876']
10846,,[],"['76012', '78186']"
10848,,"['85036', '139878', '188057']",['183169']
10852,,"['161313', '119087', '170059', '78418']",[]
10853,,[],[]
10854,,"['161313', '139878']",['183056']
10855,,"['184098', '169419', '78340']","['84422', '119144']"
10856,,"['161313', '101794', '170277', '189494']",['105068']
10858,,"['141107', '201822', '178950']",['174038']
10859,,[],"['101399', '182792', '145723', '179506']"
10860,,"['181299', '178142', '78480']",['190662']
10862,,"['169509', '200798', '150953', '99001', '200914', '124780']",[]
10863,,"['78418', '108934']","['204974', '119144']"
10864,,"['202190', '187028', '179662', '100271', '204334']",[]
10865,,['170376'],"['155548', '83552']"
10867,,"['120948', '191316', '146481']","['116199', '183824']"
10868,,"['156987', '182731', '133420', '88484', '88751', '185021', '189569']",[]
10869,,"['170277', '121733']","['127291', '153438', '102324']"
10871,,"['190814', '202190', '83552', '122604', '106233', '204651', '205060']",[]
10872,,"['82641', '99659', '198707', '109487']",['169419']
10873,,['134633'],"['94487', '155467']"
10874,,"['202190', '89838', '149348']",[]
10875,I bet the would love that one! We saw @190692 and they enjoyed it. I didn't even know a third one came out,"['190692', '106233']","['149829', '138482', '83552']"
10876,,"['161385', '122385', '152497', '187778', '190418']",[]
10877,,"['89770', '187778', '195603', '98088', '122385', '190418']",[]
10878,,"['153858', '190285', '181301', '161983', '190418']",[]
10879,I look at that movie as a good example of somebody doing something with their own (insert the word &quot;damn&quot; here) life.,"['122552', '94487', '175165', '117907', '91332']",[]
10880,Adam Sandler is hit and miss with me.. but when it does hit and I like it then its for life.,[],[]
10883,,"['108278', '106269', '163708']","['87521', '84854', '170213']"
10884,,"['91313', '84798', '140998', '134032']","['178170', '124520', '135789']"
10886,,[],"['126901', '144066', '165984']"
10888,,"['104901', '148994', '205435', '83552']",['164364']
10889,,"['170305', '119144', '148904', '141788']",[]
10891,,"['116125', '161983']","['129805', '116664', '115290']"
10893,,"['173362', '194213', '169419']",['204974']
10894,,['161983'],"['174475', '199831']"
10896,,"['141578', '199038', '140122', '100587']",['194213']
10897,,"['178927', '86245', '79062', '188057']",['170376']
10898,,['193591'],['197213']
10899,,"['186021', '153450']","['79072', '86576', '149205']"
10900,,"['82894', '140749', '182731', '204895', '122604']",[]
10901,,"['191932', '152847']",['84798']
10902,,['197111'],['177160']
10903,,"['119144', '98433', '149348', '187310']","['96281', '136632']"
10904,"Oh, I have seen @81162. I remember. I don't think of that as suitable for very young ones like mines.","['80067', '81162']",[]
10905,,"['202190', '76012', '203730', '187912', '99244']",[]
10908,,"['160978', '81860', '100768', '166870']","['159885', '167973']"
10909,,"['107265', '164729']","['137996', '115548']"
10910,"Dude, i had NO IDEA that movie was remade. I dont even know how that released without me be aware of it","['183582', '141458', '119295', '130591']",[]
10911,,"['122154', '161983', '106233']",['126305']
10912,,"['101744', '107554', '120003', '157306', '89668']",[]
10913,,"['188057', '106233']",[]
10914,,"['195447', '204974', '134106', '108934']","['169419', '178482']"
10915,,['172049'],['170376']
10917,,['164001'],"['76012', '136636']"
10919,,"['106388', '184098', '134106']","['102722', '77140']"
10920,,"['110529', '101264']",['157946']
10921,,"['143623', '190538', '81660', '138780']","['123015', '77609', '100030']"
10922,,"['85036', '120003', '141788', '150177']",[]
10923,,"['112680', '114454', '114932', '199385', '88141', '179485']",[]
10924,,"['83814', '124848', '182301', '93115']","['180251', '98981']"
10925,,"['115612', '92882']",['155661']
10927,,[],[]
10928,,"['99276', '101775', '184098']",['162794']
10929,,"['130184', '182960', '176100']",['81385']
10930,,"['114785', '104378', '80240']","['140749', '187102']"
10931,,"['149519', '90486', '162794']",['183582']
10933,,"['125280', '115908', '157394']","['121123', '183805']"
10935,,[],[]
10936,,['201259'],['112203']
10937,,[],['179112']
10938,,['106388'],['146021']
10939,,"['180235', '133420', '92826', '188311', '154993', '82602']",['162373']
10940,,[],['125312']
10941,I'm a big Julia Roberts fan. Do you know any good stuff that she's done? I'm not so interested in the Romantic Comedy stuff.,"['95055', '107314']",[]
10942,,['84854'],[]
10943,,"['198355', '158571', '197257']",[]
10945,,"['189219', '163619']",[]
10949,,"['94056', '169419', '76012', '110291', '204974', '94487', '182731']",[]
10950,,['179112'],[]
10951,,"['99910', '178096', '124485', '197200', '175579']",['77043']
10952,,['199449'],[]
10953,,"['145338', '80067', '126305', '75881']",['204883']
10954,,['134106'],['157911']
10955,,"['205557', '204974', '175695', '144347']",['195979']
10956,,[],['87473']
10957,,"['119144', '110000', '111063', '204974', '90950', '77376']",[]
10958,,"['114109', '115612', '141045', '199948']",[]
10959,I haven't seen @189219 or @196481 But if they have Molly Ringwald in them like @75918 I'm sure I'd love them!,['75918'],"['135485', '189219', '196481', '172406']"
10961,,['112622'],[]
10962,,['184098'],[]
10967,,['155467'],"['159810', '193523']"
10968,,"['161983', '119884']","['151453', '182960']"
10970,,"['123015', '132973', '141210']","['153659', '138233']"
10972,,[],"['178278', '177979', '125663', '140394']"
10974,,"['106388', '120948']",['96841']
10975,,['87115'],"['82894', '119570', '177110']"
10976,,"['184418', '178142', '198518']","['156624', '157190']"
10977,,"['184098', '107314', '163398', '111429', '78340']","['198707', '112346']"
10979,,"['141524', '135789']",['138081']
10981,,"['182709', '158571']",['139997']
10982,,"['133128', '118762', '127324', '127115']","['156731', '91481', '193672', '134617', '101691']"
10983,,"['191911', '127588', '174060']",['197667']
10984,Been a long time since iv watched it but i will have to find that one an watch it again. Good one as well,"['106388', '120948', '128925']",['197200']
10985,,"['82775', '114341']","['83552', '204331']"
10986,,"['88141', '111540', '150318']",['154980']
10988,,"['204794', '202190', '94056']",['187028']
10989,,"['188808', '129037', '88141']",['115691']
10990,,[],[]
10991,,"['125431', '76012', '182709', '203424', '185936']",['173191']
10992,,"['204334', '184418']",['79968']
10994,"Yes, girl power! My daughter is only 2 but I definitely plan on watching it with her when she's older","['107554', '119144']",[]
10995,my all time favorite movie and still stands since i was little would be @143623 but here recently i would say @204331,"['85739', '204331', '143623', '130870']","['205435', '193762', '80108']"
10996,,"['153346', '184098', '196399']",['83552']
10998,I'm not a horror fan but just seen movie on HBO @184418 I hear it's up for a couple oscars.,"['184418', '76012']",[]
10999,,"['119840', '159569', '201822', '79755', '144433']",[]
11000,,['101523'],"['204974', '128936']"
11001,,"['136877', '148904']","['204974', '204700']"
11003,,"['140749', '81080', '101493', '119576', '173575']",['137310']
11004,,[],['170037']
11005,,"['204974', '119144']",['137615']
11006,,"['194044', '147934', '90950', '112069']",[]
11007,,"['146199', '162882', '154189', '167455']","['170521', '161062']"
11008,,"['119144', '190267']","['204700', '158571']"
11009,,['79062'],"['138311', '76524', '157783', '157190']"
11011,,"['120948', '140357', '136983', '154993']","['198619', '148477']"
11013,,[],[]
11014,,"['171468', '180728', '77376']",[]
11017,,[],"['205695', '111776', '205435', '160690']"
11019,,[],['121366']
11020,,"['133249', '77707', '82330']","['140749', '122604', '81792', '188780', '201761']"
11021,,"['114932', '204963', '180899', '101794']","['134105', '95186']"
11022,,['203424'],"['115920', '141578', '190267', '198967']"
11024,I like many types of movies but today I wanted to find a movie like @142823 with incredible location shots an epic story,"['79136', '142823']",['175695']
11025,,"['152497', '199831', '122385', '107420']",['80985']
11026,,"['102073', '77945', '158803']",[]
11028,,"['190285', '129676']",['121678']
11030,,"['125431', '168719', '90076']","['152850', '146012']"
11033,,"['190174', '140476', '170119', '198518', '194237', '134106', '192810', '94487', '171177']",['103743']
11035,,"['134726', '152877', '155969']","['90950', '197213']"
11036,,"['197048', '174475', '161983']",['85750']
11037,,"['100526', '101744', '190543', '104930']","['204904', '179717', '76160']"
11038,"Actually, I have not.  I will have to check that out. I do prefer something a bit risque.  Is it like @152437","['146224', '152437', '93497']",['99066']
11040,"I will definitely put that on my list to watch.  Yes, I have definitely seen @195979.  That's one on the top of my list.","['195979', '141788']","['158105', '151110', '188168']"
11047,,"['124485', '190538', '147250', '91481']",['124771']
11048,,"['179369', '189519', '93969']","['205697', '180482', '89668', '113220']"
11058,,['165710'],[]
11062,,"['127710', '146771', '194237', '101264']","['114560', '205698']"
11064,,"['155829', '99276']","['170376', '147934', '112346']"
11067,"I have a lot of favorite movies too many to list. I like movies with Adam Sandler, Seth McFarland, Seth Rogan, Will Ferrell, Steve Carrell etc","['100493', '130870']",['189804']
11068,,['134106'],"['205430', '141614']"
11069,,"['77918', '187028', '169586']",['198877']
11073,"Hello! I'm looking for a good movie based off a novel. But Im not interested in @93521 Ive seen all of those alot and loved them, same goes for @89501 :)","['179438', '89501', '82284', '93521', '162930']","['77293', '142001']"
11080,,"['107751', '189219', '124708']",['116644']
11082,,"['150451', '197200']",['178458']
11083,,"['180437', '136983', '167522']",['120293']
11084,Aww i LOVE Chrismas! I'll definitely check that out. I've seen @186271 but I was super young. I'll need to see it again,"['123015', '186271']","['204932', '142573', '91050', '191932', '194784']"
11089,Ive seen it before. it was pretty good. Do you know anything similar to that but maybe newer release date?,['182709'],[]
11091,,"['198619', '85750', '135571', '184605']","['120948', '204334', '116894']"
11098,"remember in the new pirates of the carribean @124024 , the spanish Kaptain refers to jack as &quot;da sparrow&quot; ..like the batman","['171468', '124024']",[]
11099,,"['76356', '113972']",['128434']
11100,,['128841'],['143455']
11101,,"['139400', '139903', '149245', '203619', '182731']",['122604']
11102,,"['152521', '150957', '120003', '171202']",[]
11103,,"['151728', '79968', '187028', '201822']",['123446']
11104,,"['150400', '133420', '86245', '149519', '79062']",[]
11106,,['82330'],['159885']
11107,,"['141578', '143054', '155467', '158571']",[]
11108,,['133249'],"['83552', '182731']"
11109,,"['184098', '78418']",[]
11112,,"['94487', '112719']","['132885', '199972']"
11113,,"['99583', '119149', '150473']",[]
11116,,"['105031', '119087', '180899']",[]
11120,,"['119144', '115155', '79289']","['200318', '199297']"
11122,,"['141101', '182960']",[]
11123,,"['133249', '194272']",['184418']
11124,,"['76012', '135508', '132562']",['144427']
11125,,['78340'],['194272']
11126,,['116149'],[]
11127,,['84798'],"['106652', '126740', '179112']"
